PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),535 nm Activity,535 nm Potency (uM),535 nm Efficacy (%),590 nm Activity,590 nm Potency (uM),590 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
194,144203745,6420039,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
195,144203746,896,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
196,144203747,119442,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,BIOMOL
197,144203748,51082,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inconclusive agonist,,,"Prestwick Chemical, Inc."
198,144203749,4032,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
199,144203750,4054,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
200,144203751,4011,Inconclusive,20,,,active agonist,active agonist,12.8312,144.444,inactive,,0,active agonist,9.80846,121.442,inactive,,0,BIOMOL
201,144203752,4507,Active,48,,,active antagonist,active antagonist,28.7255,-117.651,active agonist,9.43918,61.2984,active antagonist,33.4915,-91.0195,inconclusive antagonist,,-35.8704,BIOMOL
202,144203753,4497,Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inconclusive agonist,0.334915,62.074,inactive,,0,BIOMOL
203,144203754,4500,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
204,144203755,4567,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
205,144203756,4418,Inconclusive,20,,,active agonist,active agonist,28.1796,62.6879,inactive,,0,inconclusive agonist,,46.3404,inactive,,0,BIOMOL
206,144203757,4488,Active,54,,,active antagonist,active antagonist,13.0233,-112.767,active agonist,25.9849,42.9877,active antagonist,14.0622,-109.211,inactive,,0,BIOMOL
207,144203758,4495,Active,61,,,active antagonist,active antagonist,3.45673,-104.756,inactive,,0,active antagonist,3.73249,-98.6886,inactive,,0,"Prestwick Chemical, Inc."
208,144203759,4472,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
209,144203760,4477,Active,89,,,active antagonist,active antagonist,0.0348017,-100.148,inactive,,0,active antagonist,0.037578,-105.674,inconclusive antagonist,,,SigmaAldrich
210,144203761,71398,Active,51,,,active antagonist,active antagonist,15.7781,-103.275,inconclusive agonist,,22.6813,active antagonist,16.3953,-109.908,inactive,,0,"Prestwick Chemical, Inc."
211,144203762,4474,Active,49,,,active antagonist,active antagonist,21.9584,-106.641,active antagonist,6.18872,-28.3695,active antagonist,22.8175,-125.455,inactive,,0,BIOMOL
212,144203763,4485,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
213,144203764,4493,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
214,144203765,39214,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
215,144203766,4581,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,BIOMOL
216,144203767,4628,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
217,144203768,4636,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
218,144203769,4626,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
219,144203770,4615,Inconclusive,20,,,active agonist,active agonist,13.0233,63.4408,inactive,,0,inconclusive agonist,,,inactive,,0,SigmaAldrich
220,144203771,4847,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
221,144203772,4828,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
222,144203773,4671,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
223,144203774,4740,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
224,144203775,16362,Inconclusive,5,,,inconclusive,inconclusive agonist,4.21632,98.247,inconclusive antagonist,,-28.4017,active antagonist,33.4915,-122.867,active antagonist,33.4915,-45.1374,BIOMOL
225,144203776,40632,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
226,144203777,6084,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,"Prestwick Chemical, Inc."
227,144203778,4927,Inconclusive,20,,,active agonist,active agonist,8.41267,82.6664,inactive,,0,active agonist,6.94386,71.9563,inactive,,0,BIOMOL
228,144203779,4932,Inconclusive,20,,,active agonist,active agonist,25.6016,207.794,inactive,,0,active agonist,25.6016,169.852,inactive,,0,BIOMOL
229,144203780,4843,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
230,144203781,4992,Active,64,,,active antagonist,active antagonist,0.219584,-65.0631,inactive,,0,active antagonist,0.155454,-45.8291,inactive,,0,BIOMOL
231,144203782,54676228,Active,56,,,active antagonist,active antagonist,7.4473,-102.198,active agonist,5.07379,33.0988,active antagonist,8.35601,-91.6549,inactive,,0,"Prestwick Chemical, Inc."
232,144203783,1676,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
233,144203784,4748,Inconclusive,20,,,active agonist,active agonist,4.03025,113.125,inactive,,0,active agonist,3.59197,78.9449,inactive,,0,"Prestwick Chemical, Inc."
234,144203785,5917,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
235,144203786,5887,Inconclusive,20,,,active agonist,active agonist,7.73866,99.177,inactive,,0,active agonist,9.02261,91.6699,inactive,,0,"Prestwick Chemical, Inc."
236,144203787,61100,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
237,144203788,1046,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
238,144203789,4909,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
239,144203790,4848,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
240,144203791,24351,Inconclusive,20,,,active agonist,active agonist,13.0233,98.0465,inactive,,0,active agonist,12.871,74.7586,inactive,,0,SIGMA
241,144203792,9373,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
242,144203793,4781,Inconclusive,5,,,inconclusive,active antagonist,15.7781,-83.8021,active agonist,19.8634,78.3542,inactive,,0,inactive,,0,SigmaAldrich
243,144203794,4781,Active,48,,,active antagonist,active antagonist,11.607,-62.7784,active agonist,23.159,40.9534,inconclusive antagonist,,,inactive,,0,NCI
244,144203795,6603149,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,15.1472,-32.8478,inactive,,0,inconclusive antagonist,14.2999,-42.8775,inactive,,0,"Prestwick Chemical, Inc."
245,144203796,4850,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
246,144203797,4913,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,BIOMOL
247,144203798,4938,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
248,144203799,5795,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,"Prestwick Chemical, Inc."
249,144203800,5702242,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,BIOMOL
250,144203801,3001055,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
251,144203802,5074,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
252,144203803,5070,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,BIOMOL
253,144203804,5073,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
254,144203805,68712,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
255,144203806,54900,Active,57,,,active antagonist,active antagonist,5.81729,-102.273,inactive,,0,active antagonist,4.98946,-89.8368,inactive,,0,SigmaAldrich
256,144203807,5095,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
257,144203808,445154,Active,51,,,active antagonist,active antagonist,2.45471,-50.7528,inactive,,0,active antagonist,2.39026,-41.1399,inactive,,0,"Prestwick Chemical, Inc."
258,144203809,56959,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,Microsource
259,144203810,37542,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,2.98493,23.8502,Microsource
260,144203811,5268,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
261,144203812,5253,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
262,144203813,5335,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
263,144203814,131746,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
264,144203815,72124,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Tocris
265,144203816,5233,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
266,144203817,2083,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
267,144203818,8515,Active,68,,,active antagonist,active antagonist,0.921978,-96.8769,inactive,,0,active antagonist,0.821714,-92.2474,inactive,,0,SigmaAldrich
268,144203819,5154,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,10.7495,-107.52,active agonist,29.8493,51.3366,active antagonist,10.3448,-88.9805,active antagonist,15.5454,-104.296,"Prestwick Chemical, Inc."
269,144203820,5265,Active,53,,,active antagonist,active antagonist,3.61632,-65.0908,inactive,,0,active antagonist,2.87255,-50.4468,inactive,,0,BIOMOL
270,144203821,1548887,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,5.62256,35.4936,inactive,,0,"Prestwick Chemical, Inc."
271,144203822,3448,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
272,144203823,656665,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
273,144203824,24871267,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,Tocris
274,144203825,5387,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
275,144203826,5426,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
276,144203827,5702214,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
277,144203828,1123,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
278,144203829,5454,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,11.8832,50.7234,inactive,,0,inconclusive agonist,7.4978,32.0157,inactive,,0,Timtec
279,144203830,5505,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
280,144203831,3117,Inconclusive,5,,,inconclusive,inconclusive antagonist,0.074978,-42.8172,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
281,144203832,5503,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,BIOMOL
282,144203833,5610,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
283,144203834,5546,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
284,144203835,5429,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
285,144203836,864,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
286,144203837,62935,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
287,144203838,2052,Active,51,,,active antagonist,active antagonist,17.7033,-107.25,inactive,,0,active antagonist,17.7033,-90.8066,inactive,,0,SigmaAldrich
288,144203839,2061,Inconclusive,5,,,inconclusive,active antagonist,5.95572,-38.0715,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
289,144203840,1359,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
290,144203841,8695,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
291,144203842,5578,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NIEHS
292,144203843,54840,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
293,144203844,671690,Inconclusive,20,,,active agonist,active agonist,13.3332,82.5696,inactive,,0,active agonist,10.5909,70.5319,inactive,,0,BIOMOL
294,144203845,5452,Inconclusive,20,,,active agonist,active agonist,3.34915,69.0982,active antagonist,12.8312,-32.0058,inconclusive agonist,4.21632,56.369,inactive,,0,BIOMOL
295,144203846,5405,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,2.11317,30.2416,inactive,,0,inconclusive agonist,2.42445,23.7199,inactive,,0,SigmaAldrich
296,144203847,5405,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,BIOMOL
297,144203848,5593,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
298,144203849,5639,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
299,144203850,2435,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,BIOMOL
300,144203851,2520,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,17.7801,83.6381,inactive,,0,inconclusive agonist,16.7855,61.2588,inactive,,0,BIOMOL
301,144203852,5665,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
302,144203853,2998,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SigmaAldrich
303,144203854,5707,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
304,144203855,155774,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
305,144203856,5282386,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,"Prestwick Chemical, Inc."
306,144203857,135399235,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,4.56682,30.2307,inactive,,0,SigmaAldrich
307,144203858,5723,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
308,144203859,6100,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
309,144203860,31195,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
310,144203861,23663954,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
311,144203862,71399,Inconclusive,20,,,active agonist,active agonist,3.02226,58.4999,inactive,,0,active agonist,2.54292,57.895,inactive,,0,"Prestwick Chemical, Inc."
312,144203863,23681233,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
313,144203864,60196260,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
314,144203865,11953895,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
315,144203866,54670067,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
316,144203867,135445761,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
317,144203868,5803,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
318,144203869,6419941,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
319,144203870,5284486,Active,52,,,active antagonist,active antagonist,10.1235,-89.8907,active agonist,8.04141,70.4703,inconclusive antagonist,11.3588,-68.9107,inactive,,0,"Prestwick Chemical, Inc."
320,144203871,5883,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
321,144203872,5892,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,active agonist,5.37443,50.4122,"Prestwick Chemical, Inc."
322,144203873,3440,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
323,144203874,4174,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
324,144203875,5905,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
325,144203876,9552079,Inconclusive,5,,,inconclusive,active agonist,22.3838,99.6875,active antagonist,11.8832,-31.942,inactive,,0,inactive,,0,SigmaAldrich
326,144203877,6708701,Active,66,,,active antagonist,active antagonist,0.154406,-67.2342,inactive,,0,active antagonist,0.142999,-70.1907,active agonist,0.663741,69.0957,"Prestwick Chemical, Inc."
327,144203878,45105092,Inconclusive,5,,,inconclusive,inconclusive agonist,0.955723,47.7903,inactive,,0,inactive,,0,inconclusive agonist,,,"Prestwick Chemical, Inc."
328,144203879,4911,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
329,144203880,5324,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
330,144203881,5995,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
331,144203882,5342,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
332,144203883,4993,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
333,144203884,6009,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
334,144203885,4055,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,33.4915,60.8142,inactive,,0,inconclusive agonist,,,inactive,,0,Microsource
335,144203886,3278,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NIEHS
336,144203887,3759,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
337,144203888,938,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
338,144203889,6047,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,BIOMOL
339,144203890,6048,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
340,144203891,60196261,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
341,144203892,1349907,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
342,144203893,2206,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
343,144203894,6093,Inconclusive,5,,,inconclusive,inconclusive antagonist,10.3514,-60.9817,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
344,144203895,4044,Inconclusive,5,,,inconclusive,inconclusive antagonist,29.8493,-72.5577,active agonist,25.9849,35.506,inactive,,0,inactive,,0,SigmaAldrich
345,144203896,2148,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
346,144203897,6103,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Microsource
347,144203898,4754,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
348,144203899,6114,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,"Prestwick Chemical, Inc."
349,144203900,6126,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
350,144203901,6135,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,"Prestwick Chemical, Inc."
351,144203902,5333,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,NIEHS
352,144203903,2310,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
353,144203904,54682468,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
354,144203905,54686764,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
355,144203906,54704426,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,"Prestwick Chemical, Inc."
