PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W590-Activity_Score,W590-Curve_Description,W590-Fit_LogAC50,W590-Fit_HillSlope,W590-Fit_R2,W590-Fit_InfiniteActivity,W590-Fit_ZeroActivity,W590-Fit_CurveClass,W590-Excluded_Points,W590-Max_Response,W590-Activity at 0.0005898618 uM,W590-Activity at 0.00295 uM,W590-Activity at 0.015 uM,W590-Activity at 0.033 uM,W590-Activity at 0.074 uM,W590-Activity at 0.165 uM,W590-Activity at 0.369 uM,W590-Activity at 0.825 uM,W590-Activity at 1.843 uM,W590-Activity at 4.120 uM,W590-Activity at 9.217 uM,W590-Activity at 20.60 uM,W590-Activity at 46.08 uM,W590-Activity at 92.17 uM,Ratio-Activity_Score,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0005899000 uM,Ratio-Activity at 0.00295 uM,Ratio-Activity at 0.015 uM,Ratio-Activity at 0.033 uM,Ratio-Activity at 0.074 uM,Ratio-Activity at 0.165 uM,Ratio-Activity at 0.369 uM,Ratio-Activity at 0.824 uM,Ratio-Activity at 1.843 uM,Ratio-Activity at 4.122 uM,Ratio-Activity at 9.217 uM,Ratio-Activity at 20.61 uM,Ratio-Activity at 46.08 uM,Ratio-Activity at 92.17 uM,W535-Activity_Score,W535-Curve_Description,W535-Fit_LogAC50,W535-Fit_HillSlope,W535-Fit_R2,W535-Fit_InfiniteActivity,W535-Fit_ZeroActivity,W535-Fit_CurveClass,W535-Excluded_Points,W535-Max_Response,W535-Activity at 0.0005898618 uM,W535-Activity at 0.00295 uM,W535-Activity at 0.015 uM,W535-Activity at 0.033 uM,W535-Activity at 0.074 uM,W535-Activity at 0.165 uM,W535-Activity at 0.369 uM,W535-Activity at 0.825 uM,W535-Activity at 1.843 uM,W535-Activity at 4.120 uM,W535-Activity at 9.217 uM,W535-Activity at 20.60 uM,W535-Activity at 46.08 uM,W535-Activity at 92.17 uM,Compound QC
19,17388680,11776,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07995177-01/37857117,,Inactive,,,,0,,-4.6,4.9549,0.7779,8,-5.4682,4,0 0 0 0 0 0 0 0 1 0 0 0 0 0,7.7284,-4.2809,-2.3612,-6.8505,-2.5816,-3.9488,-2.5597,-4.4133,-10.3902,4.7532,-9.9249,-6.6206,-1.6577,7.1512,7.7284,10,,-5.1251,0.9,0.583,-18.3958,-3.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-18.6631,-6.6932,-1.0432,-7.0569,-0.3793,-5.6881,-4.16,0.4438,-10.2515,1.8589,-14.5227,-12.5832,-14.3849,-11.4296,-18.6631,10,,-4.7,1.21,0.9777,24,-0.1803,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,22.6288,0.578,-0.7775,-0.6219,-0.9255,-1.4002,1.215,-0.6996,-0.1809,2.1994,3.8777,6.3057,11.4525,15.6543,22.6288,QC'd by NIEHS/NTP
20,17388681,5569,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07981743-01/37856531,,Inactive,,,,0,,,,,,,4,,11.4749,3.2379,-0.4443,5.1544,-3.2625,2.6829,0.6992,0.552,6.3137,-5.2112,-0.9939,0.4049,-0.2042,-2.328,11.4749,10,,,,,,,4,,0.8036,-0.1196,-4.768,0.2747,-6.2718,-1.2858,-4.2406,-5.6177,-0.11,-8.6928,-1.2834,-2.4011,2.1883,-5.3208,0.8036,10,,-5.55,1.4641,0.7641,-4.9802,-0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-1.2678,-1.3625,0.1212,0.9364,-0.361,-0.0405,-1.2803,-1.5815,0.477,-1.943,-4.0281,-4.1372,-6.6502,-3.3691,-1.2678,QC'd by NIEHS/NTP
21,17388682,6535,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08080879-01/37856892,,Inactive,,,,0,,,,,,,4,,6.3387,7.9158,4.2365,12.3211,1.6051,4.0137,-5.0046,8.796,-1.0045,-2.8173,9.5113,8.115,6.2454,4.9077,6.3387,10,,,,,,,4,,2.3271,-2.919,1.0127,4.3568,0.3636,1.2579,-5.3487,0.428,0.1439,0,-1.2108,2.9714,1.0244,0.4406,2.3271,10,,,,,,,4,,1.2236,-0.0851,-0.519,1.2499,-2.0835,1.1864,-3.1633,2.0332,-4.6983,-3.6835,-3.1597,0.4513,-1.1094,2.445,1.2236,QC'd by NIEHS/NTP
22,17388683,6420,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944060-01/37857546,,Inactive,,,,0,,-5.4,3.0654,0.8323,7.5,-6.0935,4,0 0 0 0 0 0 0 1 0 0 0 0 0 0,6.1008,-6.1264,-2.553,-1.5531,-5.1875,-9.6005,-10.4946,-7.7763,4.0567,-4.8908,1.2565,7.5952,4.3019,11.6438,6.1008,10,,-6.4251,4.9549,0.4232,2.5,-2.4774,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.3794,-3.7341,0.2866,-0.8062,-0.9974,-4.1333,-4.9812,-0.6937,7.5354,-0.7957,1.1491,1.2174,0.0081,7.9554,0.3794,10,,-5.15,2.4064,0.9124,1.5,-2.302,4,1 0 0 0 0 0 0 0 0 0 0 0 0 0,2.1078,-0.8163,-3.1683,-2.0672,-2.6611,-1.93,-2.0664,-1.9662,-1.4229,-2.1286,-2.0924,0.6325,0.7904,1.4539,2.1078,QC'd by NIEHS/NTP
23,17388684,6421,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944365-01/37856231,,Inactive,,,,0,,-7,0.4,0.6664,12,-4.1885,4,1 0 0 0 0 0 1 0 0 0 0 0 0 0,14.688,7.6456,-0.5737,0.6855,1.6172,4.8124,2.2724,-1.6266,11.8997,4.4058,12.5395,8.3142,6.002,9.5659,14.688,10,,-5.5251,4.9549,0.3685,2.5,-7.0927,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-0.4963,0.5812,-13.6996,-13.4285,-0.9332,-0.7804,-16.3272,-11.4611,3.6634,-11.5169,4.4048,4.3032,2.2168,2.5895,-0.4963,10,,,,,,,4,,6.0414,0.1059,5.0913,3.8608,0.2238,-2.3119,10.9484,0.7894,-0.0964,9.0353,1.6901,-4.3832,4.3064,7.4056,6.0414,QC'd by NIEHS/NTP
24,17388685,13931,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944733-01/37857593,,Inactive,,,,0,,,,,,,4,,6.6444,-3.8822,-10.0131,0.9962,1.9516,7.0367,4.2475,-1.7951,-3.1492,4.5807,-0.8452,-6.0954,-7.8904,3.6068,6.6444,10,,,,,,,4,,2.3955,0.677,-5.3273,-1.8813,0.1016,2.5817,1.2484,-0.041,-0.1499,0.3364,-1.1515,-1.6802,0.2979,0.5968,2.3955,10,,,,,,,4,,-1.9158,-2.953,-2.4793,-0.8609,-1.7972,-1.2241,-3.3474,-2.8776,-2.3104,-1.2294,-3.7963,-4.6481,-6.1235,-2.621,-1.9158,QC'd by NIEHS/NTP
25,17388686,5541,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08080885-01/37857119,,Inactive,,,,0,,,,,,,4,,-6.4323,2.6121,-1.0814,1.1347,-5.3078,-1.224,-3.3809,-9.5048,-2.7689,3.8415,1.3347,0.6807,-6.1521,-6.5341,-6.4323,10,,,,,,,4,,-1.0273,1.8028,-6.9284,-1.9581,-15.9483,-8.8868,-11.442,-14.9193,-9.7237,-2.1174,-1.0325,-0.4612,-12.2615,-9.5405,-1.0273,10,,-8.7,1.8579,0.7651,1,-5.6405,4,0 0 0 0 0 0 0 0 1 0 0 0 0 0,0.1028,-5.1171,-0.9169,-0.4587,3.1083,0.7093,0.4236,0.1173,0.1035,3.8223,0.7891,1.1057,2.043,0.9535,0.1028,QC'd by NIEHS/NTP
26,17388687,638015,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944749-01/37856462,,Inactive,,,,0,,,,,,,4,,-6.8475,-8.2003,-4.4792,0.2812,0.7547,-10.1853,-7.8029,-0.6644,-8.2478,-2.8619,-3.4339,-3.4336,-2.0785,-10.0852,-6.8475,10,,,,,,,4,,-0.9553,0.5476,1.3674,-0.395,-0.884,-2.1644,0.0264,-3.2255,0.064,0.9769,-3.4581,-3.3993,-2.5358,-0.4733,-0.9553,10,,,,,,,4,,-5.6632,-1.3702,-1.1207,-1.7472,-2.3544,-2.8838,-3.0714,-0.4933,-4.0159,2.2923,-2.3916,-2.2629,-2.8401,-4.6668,-5.6632,QC'd by NIEHS/NTP
27,17388688,641240,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08097208-01/37856999,,Inactive,,,,0,,,,,,,4,,-0.9412,-1.5863,-2.261,-4.9733,-6.771,10.6498,7.608,1.0411,-2.7734,-5.0234,-1.1993,-2.7984,0.1446,8.3747,-0.9412,10,,,,,,,4,,0.6985,-7.0772,-4.8195,-6.0269,-9.2737,7.5978,1.8792,-2.0783,-6.5253,-8.2203,-6.6034,-2.8619,1.2692,1.1011,0.6985,10,,,,,,,4,,1.3265,2.4784,-1.8103,-2.273,-2.1409,-3.8044,-2.4716,0.944,0.0868,0.5084,1.9721,0.2432,-3.3941,4.3496,1.3265,QC'd by NIEHS/NTP
28,17388689,638186,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08082692-01/37856701,,Inactive,,,,0,,,,,,,4,,0.4776,-2.1381,-0.3419,-3.5714,3.2499,7.1352,2.0729,2.6212,-0.3915,2.6248,-8.6873,1.9468,-3.7462,-2.4833,0.4776,10,,,,,,,4,,0.1651,-3.3281,0.0417,-2.0307,0.9061,1.9015,0.1826,0.261,0.8424,0.1413,-13.1412,0.2452,-0.96,0.2829,0.1651,10,,,,,,,4,,3.3026,1.2042,0.8466,-0.2756,-0.4611,3.0293,0.9526,2.6964,-2.656,0.9603,5.7595,1.049,1.8774,2.8067,3.3026,QC'd by NIEHS/NTP
29,17388690,1140,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07981813-01/37856538,,Inactive,,,,0,,,,,,,4,,1.7538,7.1337,1.0822,2.5678,8.0046,4.9714,-9.0079,1.5685,3.7366,-7.7207,0.7512,-2.7507,7.7122,5.9535,1.7538,10,,,,,,,4,,-2.1216,6.8438,0.057,0,2.2635,3.3968,-8.0768,1.6785,2.3866,-6.6475,-0.304,-1.2094,4.6379,1.5079,-2.1216,10,,,,,,,4,,0.6192,-0.8547,-0.5308,1.1704,1.9847,1.4298,-2.2535,-1.6451,-0.2006,0.4049,1.8014,-0.917,-2.5239,0.8386,0.6192,QC'd by NIEHS/NTP
30,17388691,8030,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08548339-01/37857122,,Inactive,,,,0,,,,,,,4,,-8.2521,-6.1913,-11.2567,0.0568,-11.5927,-10.9392,-8.6538,-10.8496,-4.5724,-0.1267,-9.165,-10.1446,-11.9306,-2.338,-8.2521,10,,,,,,,4,,-2.2211,-4.4324,-9.2222,0.6447,-8.4897,-10.4515,-5.2834,-9.9294,-1.0214,-1.5114,-6.4474,-6.0442,-6.0587,-0.7528,-2.2211,10,,,,,,,4,,1.7071,0.358,0.4146,2.4212,-0.7467,1.3525,0.2851,2.1897,-0.1225,0.0953,-1.7734,-0.7125,-0.0311,0.1007,1.7071,QC'd by NIEHS/NTP
31,17388692,3032791,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07995029-01/37856373,,Inactive,,,,0,,-8.8,3.6272,0.7823,-2.3475,7,4,0 0 0 0 0 0 1 0 0 0 0 0 0 0,-2.7365,6.8009,-1.4309,-4.8729,-3.6306,-1.1235,-1.1865,2.6761,-1.8795,-0.3342,-2.0682,-4.5343,-2.1844,-3.7965,-2.7365,10,,,,,,,4,,2.7975,3.7499,-2.4746,-4.7609,-2.7318,-1.535,-0.674,2.3764,-2.4663,-0.987,-1.3899,-3.2819,2.8267,0.0051,2.7975,10,,,,,,,4,,-4.35,-0.8649,-0.0901,-0.9593,-1.7318,0.0314,-2.0078,-2.1859,-1.0059,-0.3313,-2.0576,-1.9154,-3.8168,-4.3467,-4.35,QC'd by NIEHS/NTP
32,17388693,864,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07935373-01/37856498,,Inactive,,,,0,,-6.75,1.9673,0.9003,4.5,-4.6965,4,1 0 0 0 0 0 0 1 0 0 0 0 0 0,3.3188,-0.9426,-4.3387,-4.5965,-4.7471,-3.0166,-1.7781,4.9387,-0.6696,2.6121,5.4817,4.9611,2.2589,6.0288,3.3188,10,,-6.8751,4.5045,0.6279,2,-3.4303,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-1.2385,0.0602,-2.2612,-6.1295,-6.1919,-2.3741,0.1941,5.7406,0.5283,2.5418,3.4628,0.2743,2.3875,0.3367,-1.2385,10,,,,,,,4,,0.8473,0.7378,-0.7427,-0.6647,0.328,-1.2188,-2.0587,-0.0005,-0.2619,-0.5852,-0.0885,1.2591,0.0736,-1.1398,0.8473,QC'd by NIEHS/NTP
33,17388694,700999,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08080921-01/37856792,,Inconclusive,39.8107,67.0299,,0,,-4.3,2.7202,0.7831,-26.6677,1.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-23.8897,-4.2816,-2.8586,1.137,3.9736,8.4823,-1.8452,-0.0105,7.1737,0.3245,5.8164,-2.1749,-1.7303,-10.8799,-23.8897,0,Partial curve; partial efficacy,-4.4751,1.4781,0.9692,-67.0979,-1.2685,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-56.3316,-9.7309,-1.7575,1.3537,0.3882,1.0767,-0.7233,0.536,0.2043,-5.2907,-0.7989,-11.7773,-21.8582,-40.1469,-56.3316,10,Partial curve; partial efficacy,-4.4,1.4781,0.9877,67.0794,0.0495,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,53.5458,0.5124,-0.7049,0.8887,-1.0338,1.5936,-4.9588,1.0817,1.1734,2.7508,3.3434,7.2127,20.3535,36.0125,53.5458,QC'd by NIEHS/NTP
34,17388695,2734117,Active,85,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944366-01/37857498,,Inhibitor,2.6603,98.921,,0,Complete curve; high efficacy,-5.55,2.7868,0.9886,-99.768,7.0852,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-96.9847,5.4278,-4.7852,10.9094,7.6791,9.9658,18.7102,1.6423,4.0592,-21.6081,-72.3737,-98.3589,-99.377,-98.0472,-96.9847,0,Complete curve; high efficacy,-5.5751,2.7868,0.9901,-95.7128,3.2081,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-94.0924,7.1376,-6.6196,3.1652,4.3237,7.2952,10.8406,-4.9416,2.5871,-23.9982,-73.4817,-96.0972,-94.3003,-95.8162,-94.0924,10,,-4.85,4.9549,0.9169,-16.6623,2.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-15.9717,-0.9667,0.4573,2.1749,0.7283,1.0748,1.7065,3.6805,1.7412,4.562,8.9085,0.6634,-14.3482,-17.6352,-15.9717,QC'd by NIEHS/NTP
35,17388696,8404,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08548262-01/37857358,,Inactive,,,,0,,-8.95,1.331,0.6342,1,-13.6569,4,0 0 0 1 0 0 0 0 0 0 0 0 0 0,2.155,-9.7141,-1.5775,-2.1049,6.2927,1.9107,2.0313,4.1169,-2.9792,1.1777,2.0935,4.5712,-2.2034,-0.3719,2.155,10,,-8.6751,4.095,0.7933,2,-10.195,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.4308,-10.1625,-0.5476,0.2256,3.912,0.696,1.064,4.0117,0.0244,1.7509,4.4778,3.9302,0.8101,0.0552,0.4308,10,,,,,,,4,,-2.9623,-0.6585,-0.2535,-1.4398,-1.0065,-0.6184,-1.9538,-0.8421,-1.1451,-0.3891,-0.8202,-1.638,0.56,-0.2334,-2.9623,QC'd by NIEHS/NTP
36,17388697,2723754,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02509363-01/37856450,,Inactive,,,,0,,-4.5,0.2,0.4806,-12.7079,0.5,4,0 0 0 1 0 0 0 0 1 0 0 0 0 0,-7.6733,0.6263,-1.6794,-2.699,3.4008,-4.9552,-6.3994,-0.6154,-1.7397,-9.797,-4.7287,-2.232,-6.7356,-6.9863,-7.6733,10,,,,,,,4,,-3.4566,-3.0171,-2.5005,-2.9814,1.7127,-0.2133,-1.9177,-3.246,-2.4215,-5.6912,-2.661,0.8704,-0.1793,-6.5682,-3.4566,10,,,,,,,4,,1.1613,3.4917,-0.7442,-0.128,0.0277,-1.0703,-0.2338,0.6926,3.391,0.2681,-1.8429,0.7257,-0.5848,4.2858,1.1613,QC'd by NIEHS/NTP
37,17388698,8197,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944083-01/37857294,,Inactive,,,,0,,,,,,,4,,-6.4878,4.8629,2.5349,10.0467,-0.0503,4.1806,1.7933,-2.0193,2.3502,11.363,-2.3076,2.5226,2.486,3.2941,-6.4878,10,,,,,,,4,,-3.408,5.9895,0.2494,8.8113,-1.0532,0.2556,0.1898,0.1756,0.3557,10.2017,-0.3068,0.4132,1.1581,-0.8716,-3.408,10,,,,,,,4,,-0.552,0.8103,-0.854,2.0771,-0.6489,1.7588,-0.0499,-0.4269,3.2525,2.4413,-1.859,-0.4033,3.6522,1.2572,-0.552,QC'd by NIEHS/NTP
38,17388699,28803,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08548314-01/37857285,,Inactive,,,,0,,-6.4,4.9549,0.5747,-5.3817,3,4,0 0 0 0 0 0 0 0 0 1 0 1 0 1,6.6445,4.993,0.3165,-0.3644,0.5239,1.302,12.1766,-1.5917,-4.118,-6.1514,7.8953,-6.1055,13.7896,-4.3305,6.6445,10,,,,,,,4,,1.6285,1.5741,-3.4919,-2.5895,-2.7462,-1.0053,2.9307,-8.1155,-6.5468,-8.9226,4.7138,-9.0854,9.9892,-7.3104,1.6285,10,,-5.25,1.1,0.9202,-5.8045,-1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-2.0845,-1.0203,-0.4937,-1.4605,-0.2529,-1.3239,0.0757,-1.1714,-1.7421,-2.1189,-2.5296,-4.333,-5.2538,-5.1465,-2.0845,QC'd by NIEHS/NTP
39,17388700,28803,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944392-01/37856401,,Inactive,,,,0,,,,,,,4,,-11.9265,-8.5487,2.9591,4.0507,-9.1646,1.71,-0.8733,0.9701,-5.5497,-1.2946,9.0508,-10.493,-3.3566,-8.315,-11.9265,10,,,,,,,4,,-5.6418,-10.9342,-0.0794,-1.1447,-9.683,-3.603,-6.1459,0.2132,-4.9293,4.3255,7.8079,-10.997,-5.5729,-8.2264,-5.6418,10,,,,,,,4,,-3.0266,1.0394,-1.2374,4.0065,-1.2939,2.7317,2.2302,-2.9463,-2.0868,-7.0498,-0.167,2.247,3.596,2.9257,-3.0266,QC'd by NIEHS/NTP
40,17388701,8326,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07981741-01/37857171,,Inactive,,,,0,,,,,,,4,,2.0642,2.4101,2.0315,-6.6328,-0.5675,-3.6317,5.2001,-5.3747,1.5033,-0.8006,0.8209,1.2642,3.4095,7.7233,2.0642,10,,,,,,,4,,-3.4007,0.4898,-0.1394,-6.0635,0.5303,-2.4316,0.9196,-3.1739,0.0777,-0.5193,0.6896,-2.6148,0.6757,1.2825,-3.4007,10,,,,,,,4,,0.5447,-0.0476,0.5322,-0.6362,0.9446,0.2979,0.7764,-0.2236,0.9123,0.569,-1.0759,0.195,-1.8202,0.6226,0.5447,QC'd by NIEHS/NTP
41,17388702,31373,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07981272-01/37856731,,Inactive,,,,0,,-4.25,2.3332,0.4852,11,0.0427,4,0 1 0 0 0 0 0 0 1 0 0 0 0 0,8.2138,-0.7349,-5.6213,-0.4194,6.3475,-0.164,0.7681,-1.842,-2.8811,8.8964,-2.3213,3.7608,-1.1802,5.079,8.2138,10,,,,,,,4,,0.4548,-5.2185,-7.4728,-3.8397,1.7844,-4.2171,-3.171,-5.4813,-5.9825,2.3358,-7.322,0.1444,-6.2324,0.183,0.4548,10,,,,,,,4,,2.696,1.1593,-0.8131,0.3934,0.1453,-0.0236,0.7681,1.6901,-0.5934,1.3416,0.7534,0.6853,0.4629,1.0815,2.696,QC'd by NIEHS/NTP
42,17388703,12443,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08082670-01/37856896,,Inactive,,,,0,,,,,,,4,,-0.5214,6.5796,-5.8832,4.0838,-4.6633,4.3818,-5.9281,-7.431,-2.9375,-1.1693,-0.0845,9.2336,2.3987,-0.5633,-0.5214,10,,,,,,,4,,2.1721,0.9377,-2.311,-0.3771,-12.7586,3.3318,-10.5877,-16.186,0.125,-0.8122,-13.9627,2.8724,1.3213,1.536,2.1721,10,,,,,,,4,,0.9832,2.8962,-4.6542,-2.1007,0.7724,-2.3771,-1.3272,2.725,-2.7056,-2.2874,5.8083,3.5556,-1.5867,-1.6674,0.9832,QC'd by NIEHS/NTP
43,17388704,62753,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08002751-01/37856577,,Inactive,,,,0,,,,,,,4,,21.2609,20.0665,11.5603,7.4854,5.9292,22.7362,10.8257,2.9903,15.4957,11.8142,20.9288,-0.3958,12.045,-1.4159,21.2609,10,,,,,,,4,,3.0333,9.7035,-1.5536,1.6977,1.7507,8.3864,-1.4717,1.9507,3.578,1.3281,11.5234,-2.6784,2.0529,-3.6291,3.0333,10,,,,,,,4,,4.9794,1.0813,3.0947,3.5782,1.5302,2.7238,1.411,0.226,1.4386,2.3696,2.4399,0.483,4.2445,1.2577,4.9794,QC'd by NIEHS/NTP
44,17388705,6618,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08002755-01/37856970,,Inconclusive,10,67.8423,,0,,,,,,,4,,-14.835,-8.7743,3.5699,5.5025,0.1089,6.8085,-5.668,0.2344,-0.7081,-5.2845,1.3064,-8.382,0.9861,7.6246,-14.835,0,Complete curve; partial efficacy,-4.9751,0.8,0.9258,-56.4916,-4.1378,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-49.6148,-12.7745,0.2631,-0.5441,-5.3638,1.7634,-10.3379,-9.8072,-12.7849,-14.3075,-14.458,-34.5627,-35.8484,-42.7992,-49.6148,10,Complete curve; partial efficacy,-5,1.7885,0.9791,69.3325,1.4903,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,61.6371,0.8241,0.3879,0.5463,0.4609,1.3695,0.1715,4.5553,6.412,4.9575,13.2058,31.2631,52.0199,75.2686,61.6371,QC'd by NIEHS/NTP
45,17388706,16043,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02911369-01/37856239,,Inactive,,,,0,,-5.15,4.9549,0.7006,-3.4097,6.5,4,0 0 0 0 0 0 0 0 0 0 1 0 0 0,-3.6542,5.6357,10.8298,6.1165,9.8785,6.4575,1.9603,5.8239,3.5119,8.5286,6.237,-10.7869,-7.8414,0.5549,-3.6542,10,,-5.3251,3.5117,0.4602,-6.3248,2.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-13.0385,3.5856,3.8311,-1.575,1.0473,3.875,0.1009,2.9236,2.9877,4.0799,2.1528,-13.1873,-1.8331,2.0574,-13.0385,10,,,,,,,4,,6.3526,1.6422,1.3322,2.9947,1.8047,2.5985,0.9336,4.471,1.0777,2.1919,3.9156,2.9016,-0.6393,3.315,6.3526,QC'd by NIEHS/NTP
46,17388707,6410,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08000274-01/37856472,,Inactive,,,,0,,-5.25,1.331,0.7135,29,3.3334,4,1 0 0 0 0 0 0 0 0 0 0 0 0 1,12.7745,16.4164,3.4536,4.4325,13.5996,-5.0408,-5.5555,7.2222,7.9639,8.7425,8.4191,26.5624,19.9878,28.9943,12.7745,10,,,,,,,4,,2.2779,6.8515,5.1643,3.9761,4.9245,0.3868,-0.9976,1.7583,-0.9333,-0.8106,1.0559,12.3023,2.6001,15.1859,2.2779,10,,,,,,,4,,3.3097,1.1294,-0.9903,0.481,0.4162,-3.6657,-0.7656,1.0436,0.5001,1.8229,-0.0818,1.1114,2.6168,2.6664,3.3097,QC'd by NIEHS/NTP
47,17388708,6410,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02509395-01/37857466,,Inactive,,,,0,,,,,,,4,,6.9647,11.6928,6.7688,5.9283,-3.9748,-0.4382,1.6666,-0.2093,1.7463,1.1948,9.5551,11.3258,13.5338,5.0545,6.9647,10,,,,,,,4,,1.4909,5.6321,3.9568,0.3039,-5.6232,-4.1163,1.8783,-7.4608,0.8264,-5.1322,1.8866,1.5515,7.3441,0.2652,1.4909,10,,-5.85,4.9549,0.5976,3.5,-0.6194,4,1 0 0 0 0 0 1 0 0 0 0 0 0 0,2.5633,1.6694,-0.297,2.5057,-1.2776,0.427,-4.2661,5.3579,-1.9069,3.1965,3.0976,5.4544,2.0314,4.0042,2.5633,QC'd by NIEHS/NTP
48,17388709,7489,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08080891-01/37856612,,Inactive,,,,0,,-5.05,4.9549,0.5164,6.5,-5.2184,4,1 0 0 0 0 0 1 0 0 0 0 0 0 0,5.5022,3.4322,-1.967,-1.0006,-14.7653,-11.0483,-2.5779,-17.0884,-4.2449,0.0703,-5.7943,1.0979,14.1171,0.3152,5.5022,10,,,,,,,4,,0.4599,6.629,-0.7249,-0.5246,-10.5667,-7.0159,0.1987,-12.548,-7.4928,3.0131,-11.0912,-0.4257,11.3654,-0.0629,0.4599,10,,-5.8,3.0654,0.5989,0,-3.9631,4,0 0 0 0 0 0 1 1 0 0 0 0 0 0,-1.1908,-1.9885,-3.2724,-2.8455,-4.8995,-4.4323,-5.8025,-7.6763,2.7826,-2.3987,3.484,1.0115,-1.081,-1.05,-1.1908,QC'd by NIEHS/NTP
