PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W590-Activity_Score,W590-Curve_Description,W590-Fit_LogAC50,W590-Fit_HillSlope,W590-Fit_R2,W590-Fit_InfiniteActivity,W590-Fit_ZeroActivity,W590-Fit_CurveClass,W590-Excluded_Points,W590-Max_Response,W590-Activity at 0.0005899000 uM,W590-Activity at 0.00295 uM,W590-Activity at 0.015 uM,W590-Activity at 0.033 uM,W590-Activity at 0.074 uM,W590-Activity at 0.165 uM,W590-Activity at 0.369 uM,W590-Activity at 0.824 uM,W590-Activity at 1.843 uM,W590-Activity at 4.122 uM,W590-Activity at 9.217 uM,W590-Activity at 20.61 uM,W590-Activity at 46.08 uM,W590-Activity at 92.17 uM,Ratio-Activity_Score,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0005899000 uM,Ratio-Activity at 0.00295 uM,Ratio-Activity at 0.015 uM,Ratio-Activity at 0.033 uM,Ratio-Activity at 0.074 uM,Ratio-Activity at 0.165 uM,Ratio-Activity at 0.369 uM,Ratio-Activity at 0.824 uM,Ratio-Activity at 1.843 uM,Ratio-Activity at 4.122 uM,Ratio-Activity at 9.217 uM,Ratio-Activity at 20.61 uM,Ratio-Activity at 46.08 uM,Ratio-Activity at 92.17 uM,W535-Activity_Score,W535-Curve_Description,W535-Fit_LogAC50,W535-Fit_HillSlope,W535-Fit_R2,W535-Fit_InfiniteActivity,W535-Fit_ZeroActivity,W535-Fit_CurveClass,W535-Excluded_Points,W535-Max_Response,W535-Activity at 0.0005898618 uM,W535-Activity at 0.00295 uM,W535-Activity at 0.015 uM,W535-Activity at 0.033 uM,W535-Activity at 0.074 uM,W535-Activity at 0.165 uM,W535-Activity at 0.369 uM,W535-Activity at 0.825 uM,W535-Activity at 1.843 uM,W535-Activity at 4.120 uM,W535-Activity at 9.217 uM,W535-Activity at 20.60 uM,W535-Activity at 46.08 uM,W535-Activity at 92.17 uM,Compound QC
20,17388681,5569,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981743-01/115412150,,Inactive,,,,0,,-4.2251,3.0654,0.4003,10,-4.9199,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,7.4939,-5.1942,-4.4045,-6.0094,-1.8588,-6.6411,3.3431,-0.2317,-12.4333,-9.7974,-2.8819,-3.1228,-11.4913,1.4047,7.4939,10,,,,,,,4,,1.7356,-9.4536,-9.3256,-8.1388,-5.2652,-12.2839,1.2197,-3.0547,-13.4669,-12.3775,-5.6827,-3.6328,-10.7182,-4.0429,1.7356,10,,,,,,,4,,-1.4607,0.1984,-1.1032,-1.0512,0.3036,-1.1515,-0.4145,0.1616,-2.142,-1.1194,-2.2549,-4.4675,-5.866,-1.0328,-1.4607,QC'd by NIEHS/NTP
21,17388682,6535,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08080879-01/115412434,,Inactive,,,,0,,,,,,,4,,29.7761,13.326,13.2413,4.9577,9.8032,13.7109,2.1529,15.7106,1.5432,-4.4267,5.1944,7.0182,8.1115,10.5403,29.7761,10,,,,,,,4,,14.1793,3.8413,6.8371,0.3702,1.6982,3.6485,-8.6087,10.6371,0.5038,-15.1068,-0.5876,2.0242,-0.6465,1.4942,14.1793,10,,,,,,,4,,1.2377,0.1167,0.1469,0.3676,0.2681,-2.1443,0.6755,0.0973,-1.6169,4.4165,2.9704,-1.0817,1.109,-1.3713,1.2377,QC'd by NIEHS/NTP
22,17388683,6420,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944060-01/115413480,,Inactive,,,,0,,-4.9251,3.0654,0.6381,11.5,-3.753,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,11.2722,0.0136,-7.5766,-3.0411,-8.2565,-2.6526,1.1684,2.0828,-12.7109,-4.8686,1.9326,-1.9834,14.1516,7.7678,11.2722,10,,,,,,,4,,2.4295,1.9581,-2.6013,0.0218,-3.0205,-1.3422,0.5479,0,-10.0891,-3.4456,-1.1759,-3.8182,7.0415,-0.443,2.4295,10,,-4.45,4.095,0.6496,3,-0.7189,4,0 0 0 0 0 0 1 0 0 0 0 0 0 0,3.1471,-1.5475,-1.5696,-2.2311,-1.6772,-0.3435,-0.2516,2.0471,-0.1003,0.8593,-0.1481,-2.2657,0.1338,1.9377,3.1471,QC'd by NIEHS/NTP
23,17388684,6421,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944365-01/115412398,,Inactive,,,,0,,,,,,,4,,5.7254,10.2831,7.9171,2.5913,16.0409,9.3568,0.11,13.4432,11.6566,14.8334,20.6186,-2.3917,1.7227,12.8614,5.7254,10,,,,,,,4,,1.7957,2.1501,5.8461,0.3798,7.0022,0.6131,-3.2769,7.3856,1.0724,6.1793,14.1674,-6.4221,-0.6368,2.8228,1.7957,10,,,,,,,4,,-1.0397,0.8225,-2.0282,-1.2313,2.0223,-0.4152,1.4528,1.829,4.2662,0.5278,1.7688,-1.5673,0.5047,2.7046,-1.0397,QC'd by NIEHS/NTP
24,17388685,13931,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944733-01/115412105,,Inactive,,,,0,,-5.2251,4.9549,0.3641,-0.5,-6.6224,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-1.926,-9.8286,-6.5854,-2.2709,-1.9589,-10.102,-9.9391,-4.1401,-5.4151,-5.8871,-9.2159,1.3143,5.3426,-6.5208,-1.926,10,,-6.8251,4.9549,0.4694,0,-3.7584,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.7787,-6.0487,-0.7673,-3.2628,-3.1487,-5.6068,-1.194,2.3796,2.1177,-0.3003,-2.1779,-0.4729,2.6993,-3.5263,0.7787,10,,,,,,,4,,-1.2618,0.5216,-3.473,-2.0807,-2.3148,-2.8844,-3.3493,-1.0053,-2.3542,-0.7838,-3.7862,-2.9571,-1.3961,-0.6558,-1.2618,QC'd by NIEHS/NTP
25,17388686,5541,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08080885-01/115412772,,Inactive,,,,0,,,,,,,4,,3.3582,4.0272,0.7965,3.2983,5.302,6.6468,10.2889,10.3344,3.8737,11.5907,-2.7091,3.9539,11.6749,8.8849,3.3582,10,,,,,,,4,,0.0642,-2.1782,-2.9714,-0.4893,2.1339,-0.5163,11.0558,3.1698,-1.6236,10.3664,-3.0386,1.3273,13.2545,2.4371,0.0642,10,,,,,,,4,,4.7252,2.1997,2.2293,0.8219,0.6035,4.1285,1.815,4.1653,1.4452,0.7865,6.1952,0.2317,0.6394,2.9058,4.7252,QC'd by NIEHS/NTP
26,17388687,638015,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944749-01/115413079,,Inactive,,,,0,,-7.0251,4.9549,0.4088,-10.9396,-4.3951,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-11.5732,-7.4366,-3.2318,-1.9959,-5.7608,-4.6628,-16.1997,-11.3227,-6.3265,-14.5559,-13.8883,-9.3121,-2.1913,-13.1206,-11.5732,10,,,,,,,4,,-6.6359,-9.7077,-4.9946,-0.4718,-5.788,-2.6515,-15.2764,-15.9852,-8.918,-16.5638,-13.3191,-8.1642,-2.1195,-13.3731,-6.6359,10,,-3.85,0.8,0.6012,-13.8285,-1.5,4,0 0 0 0 0 0 1 0 0 0 0 0 0 0,-8.1904,-2.4356,1.094,-1.686,-1.6879,-2.8279,-2.2282,3.6877,-0.1748,-1.4458,-1.259,-4.7979,-2.9908,-3.1012,-8.1904,QC'd by NIEHS/NTP
27,17388688,641240,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08097208-01/115412120,,Inactive,,,,0,,-7.7251,4.9549,0.426,6.5,-4.4822,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1.6552,0.7,-9.9852,-2.254,6.2882,8.8601,0.9382,3.8717,2.404,18.4122,9.5186,7.3088,0.9588,8.1216,1.6552,10,,-7.7751,4.9549,0.5599,0,-10.0536,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-0.1976,-6.5183,-13.7947,-6.9986,0.1515,-0.0353,-5.0777,-6.9311,-0.2567,6.4481,3.2497,0.1431,0.4763,0.1352,-0.1976,10,,,,,,,4,,1.1065,1.7821,-0.9198,-0.5246,2.002,0.2001,1.2349,5.5089,-0.5721,3.9335,0.3586,-2.7791,1.6402,2.597,1.1065,QC'd by NIEHS/NTP
28,17388689,638186,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08082692-01/115413302,,Inactive,,,,0,,,,,,,4,,2.2101,7.6719,4.7146,10.5022,9.9779,3.2198,9.3739,-1.1468,3.2831,11.5347,14.3714,14.1023,5.2466,6.4597,2.2101,10,,,,,,,4,,1.7564,-1.7036,-1.2204,3.9226,-1.7263,3.0282,0.7686,0.6663,3.0019,3.7048,5.4089,7.8705,-1.5186,-0.122,1.7564,10,,,,,,,4,,2.4427,2.6271,1.2105,2.7833,2.1329,0.2191,2.1123,0.7852,0.9463,2.3014,0.6212,1.4879,1.702,1.8933,2.4427,QC'd by NIEHS/NTP
29,17388690,1140,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981813-01/115413171,,Inactive,,,,0,,-8.3751,0.5,0.5159,0,-16.8087,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,4.6931,-14.0072,-7.2031,-9.5486,2.6818,-5.8217,-2.955,-1.5457,-3.5227,-2.4639,3.13,-3.5482,4.9068,-5.6195,4.6931,10,,,,,,,4,,-0.8029,-10.372,-4.4654,-8.8369,2.0794,-8.2391,-0.1492,-1.4604,-3.2559,-0.4615,2.9828,-4.5148,2.1297,-8.8157,-0.8029,10,,-4.7,2.4064,0.5619,4,0.357,4,0 1 0 0 0 0 0 0 0 0 0 0 0 0,4.3664,-0.84,-2.4452,-0.2876,2.1073,1.1355,-1.7859,1.8496,1.2256,-0.3022,0.5383,-0.9697,3.1952,3.1544,4.3664,QC'd by NIEHS/NTP
30,17388691,8030,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548339-01/115412769,,Inactive,,,,0,,,,,,,4,,-20.11,-16.7756,-14.0293,-22.0234,-21.3488,-6.1632,-20.9638,-2.1532,-18.6044,-7.716,-13.3554,-8.9629,-19.7642,-15.3121,-20.11,10,,,,,,,4,,-3.0174,-2.3472,-4.5994,-9.7714,-9.4994,-8.2849,-10.0053,-4.4008,-4.9273,-7.0919,0.6939,-6.9839,-10.8848,-0.7256,-3.0174,10,,,,,,,4,,-0.4748,-1.1965,2.0331,-1.7046,-1.2935,-1.0976,-1.2768,1.2722,-1.708,-1.7609,0.0998,0.4181,3.7394,-0.9456,-0.4748,QC'd by NIEHS/NTP
31,17388692,3032791,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07995029-01/115413378,,Inactive,,,,0,,,,,,,4,,-7.9163,-9.544,1.9876,-7.5979,-8.0724,-7.1443,2.6013,-3.0693,-14.1821,-4.9882,-13.8975,9.7473,-8.2558,-10.8936,-7.9163,10,,,,,,,4,,-3.2038,-9.5998,0.3399,-6.7069,-7.0556,-9.5264,-0.1183,-3.9975,-12.6559,-4.7238,-11.7543,7.8855,-3.3819,-6.4849,-3.2038,10,,-4.9,0.8,0.765,-6.3103,-1,4,0 0 0 0 0 1 0 0 0 0 0 0 0 0,-5.2586,-1.5699,0.055,-1.676,-1.7095,-2.0302,2.49,-0.5342,-2.4378,-0.3817,-3.4162,-2.8162,-4.6164,-4.7659,-5.2586,QC'd by NIEHS/NTP
32,17388693,864,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07935373-01/115412695,,Inactive,,,,0,,-6.2251,4.9549,0.4251,2,-6.2005,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1.3786,-1.143,-11.8338,-4.9254,2.212,-6.3282,-11.4045,-11.1683,3.3145,2.5298,-7.4965,2.5137,6.0944,6.4385,1.3786,10,,,,,,,4,,-0.3249,-6.6555,-9.7659,-0.2737,2.2768,-0.1273,-11.0347,-12.7874,1.7005,-0.1281,-7.7094,1.3183,-0.4192,1.5917,-0.3249,10,,,,,,,4,,0.296,-0.5051,-2.1495,-3.4142,-1.9194,-3.5645,-3.1324,-1.276,-1.3824,-0.1476,-0.6968,-0.97,-0.5864,-0.9898,0.296,QC'd by NIEHS/NTP
33,17388694,700999,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08080921-01/115412601,,Inconclusive,39.8107,57.9346,,0,,-4.1751,2.4064,0.54,-13.8033,6,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-8.1694,3.944,15.5291,5.2451,7.3324,1.6809,4.2775,0.9054,6.4804,7.4458,5.5066,10.5072,4.3839,1.3155,-8.1694,0,Partial curve; partial efficacy,-4.4751,1.8079,0.955,-47.533,1.443,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-41.7417,1.0563,9.3984,1.625,0.2835,0.7547,0.1652,-3.593,0.0552,2.6321,0.6117,0.0091,-14.5577,-27.9372,-41.7417,10,Partial curve; partial efficacy,-4.4,1.3723,0.9967,59.8151,1.8804,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,47.3921,2.2427,3.0549,1.2017,2.8067,1.2224,1.5264,1.1966,2.8614,2.0413,4.1677,9.6185,18.3563,32.9741,47.3921,QC'd by NIEHS/NTP
34,17388695,2734117,Active,85,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944366-01/115412839,,Inhibitor,3.3491,100.658,,0,Complete curve; high efficacy,-5.4251,2.4064,0.9835,-97.2307,2.6997,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-94.7075,3.5968,-4.6286,-4.4301,11.5274,1.0041,5.9019,10.1058,-0.6073,-19.5065,-46.233,-95.2625,-96.4591,-94.5474,-94.7075,0,Complete curve; high efficacy,-5.4751,2.4064,0.9722,-105.019,-4.3611,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-103.174,1.5198,-16.797,-14.6646,2.0336,-13.0671,1.8163,4.8425,-2.2037,-30.5383,-57.6507,-103.304,-104.073,-104.185,-103.174,10,Partial curve; partial efficacy,-4.4,2.5884,0.9581,-35.517,2,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-32.9308,0.9668,3.2509,0.0905,4.3987,1.9869,1.1372,2.9888,-0.9862,-0.4292,6.0467,4.6096,-6.1573,-20.2646,-32.9308,QC'd by NIEHS/NTP
35,17388696,8404,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548262-01/115412585,,Inactive,,,,0,,,,,,,4,,-0.1403,-7.3201,-2.0785,-3.5471,-5.3744,-5.1055,-2.0476,-11.7181,-11.5967,2.3591,-11.6582,-5.6421,-6.0324,3.1615,-0.1403,10,,-4.5251,4.9549,0.3324,9.5,-1.1183,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,3.091,-1.7494,1.0347,1.4137,-0.116,1.661,0.3518,-8.4319,-4.0572,6.6987,-5.5021,-1.3825,0.205,8.5137,3.091,10,,,,,,,4,,-3.0706,-1.1171,0.0303,-0.5544,-1.2875,-1.4628,-1.6566,1.0243,-2.8173,-0.2734,-0.9993,-0.1344,-0.8535,-1.1639,-3.0706,QC'd by NIEHS/NTP
36,17388697,2723754,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02509363-01/115413071,,Inactive,,,,0,,,,,,,4,,-4.4253,0.9918,6.12,15.4724,3.0133,-4.4181,1.2696,3.977,5.7322,6.3426,-2.6857,1.5831,11.5876,1.8284,-4.4253,10,,,,,,,4,,-3.2551,-1.3051,-1.8614,6.8985,0.504,-1.5908,1.1763,0.2926,2.3955,1.3756,-2.3136,-0.4138,2.9512,1.0828,-3.2551,10,,,,,,,4,,-3.0759,-0.8579,0.2295,2.5738,1.221,-1.2457,0.2686,2.2316,0.4207,3.698,-1.7889,1.7888,2.449,0.0939,-3.0759,QC'd by NIEHS/NTP
37,17388698,8197,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944083-01/115413025,,Inactive,,,,0,,-7.6751,1.331,0.4533,4.5,-4.793,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2.763,-6.4942,-2.6929,0.3644,-2.6495,3.7009,10.8635,-1.0442,8.7906,3.9844,2.676,1.8473,0.211,9.0322,2.763,10,,,,,,,4,,-0.5826,-5.0876,-2.6767,0.6439,1.0777,0.5427,12.4836,-2.2529,2.6314,0.441,0.4114,1.6051,-2.2582,1.2918,-0.5826,10,,,,,,,4,,0.1529,-1.1458,0.0172,-0.0165,-0.7355,0.85,0.4066,0.1964,1.79,-0.6037,-0.0534,-2.5569,-1.382,0.1218,0.1529,QC'd by NIEHS/NTP
38,17388699,28803,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548314-01/115412526,,Inactive,,,,0,,,,,,,4,,-1.417,-7.2635,9.6459,-3.5807,-9.2718,-7.6721,-10.326,-11.8254,-5.1939,3.0513,-13.5533,-7.9612,-9.4459,-0.0674,-1.417,10,,,,,,,4,,-1.8638,-7.7708,6.8487,-5.9782,-8.0172,-9.4554,-8.5423,-8.4998,-4.1331,-1.0342,-13.4899,-8.2504,-10.8904,-2.6302,-1.8638,10,,-3.9,0.1,0.6837,-8.5324,3.5,4,0 0 1 0 0 0 0 0 0 0 0 0 0 0,-3.777,1.4438,-0.0556,2.4914,-0.2158,-0.2591,-1.0315,-1.9152,-0.9697,-0.6401,-0.6229,-1.7475,-1.3754,-1.7121,-3.777,QC'd by NIEHS/NTP
39,17388700,28803,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944392-01/115413425,,Inactive,,,,0,,-9.1251,4.9549,0.6325,4,-12.5604,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-4.2107,-8.8003,5.11,6.5395,10.0663,5.872,2.5249,6.3141,1.5951,2.0585,2.3705,0.0511,2.5361,2.4717,-4.2107,10,,-8.6251,4.9549,0.834,0.5,-16.3911,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-14.7666,-16.5759,-3.5842,-0.3351,3.0726,2.025,1.8576,3.7571,-3.7015,-0.3524,-0.971,-1.4633,3.6184,0.6322,-14.7666,10,,,,,,,4,,0.7799,-4.2973,5.3789,3.7135,-0.6178,-0.6893,-1.1428,-0.8836,2.3383,-0.2692,-0.1777,-0.1037,0.4753,0.5424,0.7799,QC'd by NIEHS/NTP
40,17388701,8326,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981741-01/115412792,,Inactive,,,,0,,-5.5751,0.2,0.4837,16,-15.5893,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,10.1056,-8.0942,-10.7976,-11.3244,-7.0816,-2.2835,-7.6497,3.2967,-4.7364,-0.6013,11.8478,-4.6635,-6.1175,6.1874,10.1056,10,,,,,,,4,,-0.8302,-8.2197,-12.3837,-9.4727,-6.7821,-4.4311,-7.5628,1.378,-6.6337,1.3849,6.904,-11.1322,-9.3099,0.0051,-0.8302,10,,,,,,,4,,0.3498,0.8307,0.569,-1.4209,-0.3462,2.076,-1.5675,-0.0632,0.7096,0.1439,0.7282,0.2843,-1.6685,-1.5074,0.3498,QC'd by NIEHS/NTP
41,17388702,31373,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981272-01/115413012,,Inactive,,,,0,,-4.7251,3.132,0.5353,10,-4.6086,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-3.3413,-2.6377,-2.8021,1.6037,-4.6394,-0.7775,-7.4284,-2.3502,-4.7709,-10.2295,-8.312,-10.9238,7.6734,7.6934,-3.3413,10,,,,,,,4,,-6.2256,-3.3809,-3.1242,0.0424,-3.8679,0.123,-6.4406,-3.2261,-3.1999,-11.9158,-9.1063,-9.3328,2.0053,0.2445,-6.2256,10,,,,,,,4,,-0.9412,-0.0339,-0.891,2.1088,-0.9596,-1.4149,-1.6036,0.1208,-0.3043,1.6147,0.4793,-1.2138,0.4697,0.2989,-0.9412,QC'd by NIEHS/NTP
42,17388703,12443,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08082670-01/115412776,,Inactive,,,,0,,,,,,,4,,0.1372,2.3627,7.8079,-0.4052,7.2777,7.8631,14.3522,1.1671,3.2566,-0.5294,9.3241,2.0141,4.8113,7.0603,0.1372,10,,,,,,,4,,1.7465,1.5871,2.6247,-1.118,1.4887,1.3974,5.907,1.0553,0.8769,1.4732,7.3142,0.9266,1.0099,2.4173,1.7465,10,,,,,,,4,,-0.8738,-0.5921,0.322,-0.9764,-1.6901,-0.0122,1.1182,-1.2318,1.4113,-2.4138,0.098,-1.9905,-2.9059,-2.1634,-0.8738,QC'd by NIEHS/NTP
43,17388704,62753,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08002751-01/115412094,,Inactive,,,,0,,,,,,,4,,19.7071,12.8059,21.859,17.0225,5.9641,10.4165,14.8967,15.7441,11.8885,13.5052,11.3366,12.8818,10.6498,6.8771,19.7071,10,,,,,,,4,,3.4452,1.5535,12.6165,8.4853,2.6472,1.0112,5.0893,4.7198,-0.3368,-0.1615,2.4731,1.2784,0.6777,3.4193,3.4452,10,,,,,,,4,,4.1989,2.5795,3.2023,3.6291,1.5543,2.591,2.1312,3.5472,3.0226,4.6615,1.3856,3.8121,2.3194,0.4614,4.1989,QC'd by NIEHS/NTP
44,17388705,6618,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08002755-01/115412709,,Inconclusive,7.0795,66.3709,,0,,,,,,,4,,-11.8822,7.4403,3.8176,-0.9616,6.6572,3.173,4.6867,0.8947,11.2342,0.0557,9.097,-18.908,7.0527,7.0345,-11.8822,0,Complete curve; partial efficacy,-5.2751,1.4641,0.9412,-42.7599,2.5864,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-44.3832,3.6176,3.7154,-0.2846,2.0275,1.9909,2.1441,-0.4113,3.8889,-6.6614,-9.3054,-39.6612,-34.1131,-34.0174,-44.3832,10,Complete curve; partial efficacy,-5.15,1.6266,0.9856,66.9175,0.5466,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,59.1184,0.9267,-0.4836,-0.3157,0.9047,-0.1573,3.1402,1.5192,4.5409,6.4394,19.052,36.3279,63.2474,62.4876,59.1184,QC'd by NIEHS/NTP
45,17388706,16043,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02911369-01/115413231,,Inactive,,,,0,,-4.5751,1.1105,0.5499,-9.6994,4.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-6.4161,9.1938,9.3514,-0.8732,-1.2048,5.4827,3.0008,9.0171,0.8254,2.7869,2.4827,3.0494,-2.4986,-4.9687,-6.4161,10,,-4.1751,4.095,0.6334,-5.818,4.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-3.5983,5.2418,7.4389,3.6948,1.6599,6.1022,2.258,6.6867,3.6906,5.1547,4.99,4.9533,2.2813,2.8966,-3.5983,10,,,,,,,4,,4.2161,2.6332,4.0841,-0.3063,0.114,1.4094,2.4172,3.9471,-0.7498,1.8439,1.6621,3.5132,3.3691,2.4291,4.2161,QC'd by NIEHS/NTP
46,17388707,6410,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08000274-01/115412479,,Inactive,,,,0,,-5.5751,0.2,0.5931,30,2.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,21.9726,6.8679,3.9695,14.4333,14.0191,13.7994,10.1301,16.1191,5.2287,14.2747,12.4999,19.3516,21.8575,23.6499,21.9726,10,,,,,,,4,,-1.5383,3.7588,4.2136,1.5899,-3.892,-3.7982,9.4785,0.746,4.4722,-2.492,-3.9087,-4.3088,1.3908,2.6074,-1.5383,10,,,,,,,4,,2.2288,0.5872,0.9712,1.6993,1.852,2.5936,0.2219,1.5283,-0.0455,2.5025,1.3298,1.6412,1.0499,1.7638,2.2288,QC'd by NIEHS/NTP
47,17388708,6410,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02509395-01/115412906,,Inactive,,,,0,,-6.1751,0.7,0.4045,16,2.3525,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,19.0441,7.078,10.1229,4.9331,1.7053,-1.3729,6.5998,7.8791,9.5593,14.6721,18.2197,11.858,9.4787,8.8216,19.0441,10,,,,,,,4,,15.3655,4.309,5.5635,2.4781,-0.089,-4.5793,2.5118,4.2107,3.4853,9.2822,16.2755,5.536,3.4658,3.2617,15.3655,10,,,,,,,4,,2.9909,-0.3088,2.8673,1.3284,1.0129,0.5106,2.8298,2.7718,3.5762,3.6828,2.3499,3.7006,0.8161,2.4057,2.9909,QC'd by NIEHS/NTP
48,17388709,7489,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08080891-01/115412818,,Inactive,,,,0,,,,,,,4,,1.5045,4.4905,-11.6987,8.9189,1.8678,3.8836,5.2638,2.6689,3.0526,5.2711,-1.3932,4.3456,6.6875,-0.1439,1.5045,10,,-8.1251,4.9549,0.3128,0,-6.402,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-3.6664,0.1024,-12.835,1.5064,0.5726,-2.6572,2.7926,1.3901,0.6246,0.8412,-6.7278,0.9801,0.7953,0.7332,-3.6664,10,,,,,,,4,,-1.3331,-1.2576,-0.718,2.5846,-0.6776,2.5841,-3.7637,-1.1264,-1.796,0.658,2.1139,-1.8321,-1.3137,-3.8038,-1.3331,QC'd by NIEHS/NTP
49,17388710,86102,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08006113-01/115412581,,Inactive,,,,0,,,,,,,4,,-14.8622,-7.3744,-5.8007,-6.3448,-10.8702,-0.6529,-10.0843,-8.8935,-2.1572,4.6868,-9.9094,-2.5785,-4.3898,-16.5994,-14.8622,10,,-8.7251,0.4,0.5566,1,-11.6434,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-2.1505,-8.0361,-5.1299,1.5722,-1.9766,-4.4411,0.1475,-0.0988,-3.1073,0.6919,-1.5525,1.0305,4.2248,0.8901,-2.1505,10,,-5.1,0.3,0.807,-22.1022,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-15.0851,6.9889,2.1537,-3.4747,-4.0851,-1.6715,-3.9887,-2.7468,-2.1807,-3.4946,-4.0588,-12.2281,-10.9432,-13.7712,-15.0851,QC'd by NIEHS/NTP
